,HERE_address,Latitude,Longitude,schs_1km,schs_2km,sap_sch_1km,sap_sch_2km,autonomous_sch_1km,autonomous_sch_2km,gifted_sch_1km,gifted_sch_2km,ip_sch_1km,ip_sch_2km,hawker_1km,hawker_2km,supermarket_1km,supermarket_2km
28238,6 ST. GEORGE'S LANE Singapore,1.32341,103.85903,4,10,1,2,0,0,0,0,0,0,3,12,7,33
28246,467 NTH BRIDGE RD Singapore,1.30544,103.86345,1,7,0,1,0,0,0,0,0,0,3,9,8,27
28252,685 RACE COURSE RD Singapore,1.3143200000000002,103.85677,3,10,1,1,0,0,0,0,0,0,4,12,12,30
28266,34 WHAMPOA WEST Singapore,1.31995,103.86229,4,10,1,2,0,0,0,0,0,0,4,13,6,29
28294,12 KG ARANG RD Singapore,1.3006799999999998,103.88339,2,8,1,3,1,4,1,1,1,1,3,4,2,18
28308,62 JLN MA'MOR Singapore,1.32828,103.85762,5,16,2,2,0,2,0,0,0,1,4,11,8,25
28310,53 JLN MA'MOR Singapore,1.32796,103.85638,4,15,2,2,0,1,0,0,0,0,5,11,8,25
28312,15 BEACH RD Singapore,1.30344,103.86335,1,5,0,0,0,0,0,0,0,0,3,7,8,23
28318,94 WHAMPOA DR Singapore,1.32213,103.85561,3,12,1,2,0,1,0,0,0,0,4,12,6,32
28324,17 ST. GEORGE'S RD Singapore,1.32392,103.86223,6,12,1,2,0,1,0,0,0,1,4,10,6,27
28326,15 UPP BOON KENG RD Singapore,1.31578,103.87147,1,11,0,2,0,0,0,0,0,0,3,12,8,34
28338,3D UPP BOON KENG RD Singapore,1.31319,103.87281,0,9,0,3,0,1,0,1,0,1,3,12,7,29
28352,3B UPP BOON KENG RD Singapore,1.31437,103.8726,0,11,0,3,0,1,0,1,0,1,3,13,7,29
28363,38A BENDEMEER RD Singapore,1.32011,103.86659,2,13,0,2,0,1,0,0,0,1,3,11,4,31
28383,53 GEYLANG BAHRU Singapore,1.32468,103.86826,4,12,0,2,0,1,0,0,0,1,2,9,3,27
28390,21 ST. GEORGE'S RD Singapore,1.32496,103.86226,7,11,2,2,0,1,0,0,0,1,4,10,7,28
28395,39 CAMBRIDGE RD Singapore,1.3161,103.84856,3,14,0,1,0,1,0,1,0,0,1,8,5,32
28402,30 JLN BAHAGIA Singapore,1.32586,103.85824,6,15,2,2,0,2,0,0,0,1,3,11,7,31
28410,111 WHAMPOA RD Singapore,1.32648,103.85635,4,14,2,2,0,1,0,0,0,0,3,11,8,26
28414,64 MARINE DR Singapore,1.30189,103.90898,2,8,1,2,0,4,1,1,0,0,2,3,10,19
28419,57 MARINE TER Singapore,1.30618,103.91544,5,8,1,1,1,2,1,2,0,1,1,4,4,18
28427,47 MARINE CRES Singapore,1.30492,103.91215,5,9,1,1,1,4,1,2,0,1,2,4,10,22
28441,17 MARINE TER Singapore,1.30351,103.9145,5,7,1,1,1,2,1,2,0,1,2,3,3,18
28453,1 MARINE TER Singapore,1.30477,103.91834,5,8,1,1,1,2,1,2,0,1,1,4,2,16
28461,78 MARINE DR Singapore,1.30165,103.90861,2,8,1,2,0,4,1,1,0,0,2,3,10,19
28469,216 PASIR RIS ST 21 Singapore,1.36884,103.96109,6,14,0,0,0,2,0,0,0,0,0,1,4,11
28477,451 PASIR RIS DR 6 Singapore,1.37151,103.9577,6,13,0,0,0,2,0,0,0,0,1,1,6,11
28482,114 PASIR RIS ST 11 Singapore,1.36875,103.95499,8,17,0,0,1,2,0,0,0,0,1,1,6,15
28490,759 PASIR RIS ST 71 Singapore,1.37618,103.93299,2,3,0,0,0,0,0,0,0,0,0,0,3,6
28504,257 PASIR RIS ST 21 Singapore,1.3673,103.9638,5,13,0,0,0,2,0,0,0,0,0,1,4,11
28508,117 PASIR RIS ST 11 Singapore,1.3682,103.95459,7,18,0,0,1,2,0,0,0,0,1,1,6,15
28515,551 PASIR RIS ST 51 Singapore,1.36751,103.95333,8,18,0,0,1,2,0,0,0,0,1,1,5,20
28525,760 PASIR RIS ST 71 Singapore,1.3765,103.9332,2,3,0,0,0,0,0,0,0,0,0,0,3,6
28539,118 PASIR RIS ST 11 Singapore,1.36701,103.95463,8,17,0,0,1,2,0,0,0,0,1,1,5,16
28548,700 PASIR RIS DR 10 Singapore,1.3804,103.93809,2,5,0,0,0,0,0,0,0,0,0,1,3,7
28551,211 PASIR RIS ST 21 Singapore,1.3675,103.96089,6,15,0,0,1,2,0,0,0,0,0,1,5,12
28556,185 PASIR RIS ST 11 Singapore,1.36552,103.96,6,17,0,0,1,2,0,0,0,0,0,1,5,13
28567,518 PASIR RIS ST 52 Singapore,1.3742299999999998,103.94467,3,11,0,0,0,1,0,0,0,0,1,1,4,10
28570,561 PASIR RIS ST 51 Singapore,1.3672,103.9505,6,19,0,1,1,2,0,0,0,0,1,2,4,21
28577,570 PASIR RIS ST 53 Singapore,1.3729,103.94654,4,13,0,0,0,1,0,0,0,0,1,1,4,12
28586,417 PASIR RIS DR 6 Singapore,1.3719,103.95589,7,14,0,0,0,2,0,0,0,0,1,1,5,11
28599,572 PASIR RIS ST 53 Singapore,1.37345,103.94568,3,13,0,0,0,1,0,0,0,0,1,1,5,11
28603,139 PASIR RIS ST 11 Singapore,1.36354,103.95974,4,17,0,0,1,2,0,0,0,0,0,1,5,15
28607,145 PASIR RIS ST 11 Singapore,1.36316,103.96066,4,17,0,0,1,2,0,0,0,0,0,1,6,15
28611,776 PASIR RIS ST 71 Singapore,1.37489,103.93684,3,5,0,1,0,0,0,0,0,0,0,1,4,7
28617,641 PASIR RIS DR 1 Singapore,1.37661,103.93969,3,6,0,0,0,0,0,0,0,0,0,1,4,7
28623,628 PASIR RIS DR 3 Singapore,1.37933,103.9408,3,6,0,0,0,0,0,0,0,0,0,1,3,7
28632,188 PASIR RIS ST 12 Singapore,1.36538,103.959,6,17,0,0,1,2,0,0,0,0,0,1,5,14
28643,560 PASIR RIS ST 51 Singapore,1.36698,103.95046,6,19,0,1,1,2,0,0,0,0,1,2,4,21
28652,192 PASIR RIS ST 12 Singapore,1.36636,103.95915,7,17,0,0,1,2,0,0,0,0,0,1,5,13
28660,521 PASIR RIS ST 52 Singapore,1.37365,103.94457,3,11,0,0,0,1,0,0,0,0,1,1,4,11
28668,764 PASIR RIS ST 71 Singapore,1.3764,103.93437,2,4,0,0,0,0,0,0,0,0,0,1,4,6
28679,721 PASIR RIS ST 72 Singapore,1.38141,103.93598,2,3,0,0,0,0,0,0,0,0,0,1,3,6
28682,486 PASIR RIS DR 4 Singapore,1.37481,103.96059,5,9,0,0,0,1,0,0,0,0,0,1,4,9
28689,552 PASIR RIS ST 51 Singapore,1.36753,103.95235,7,18,0,0,1,2,0,0,0,0,1,1,4,20
28697,770 PASIR RIS ST 71 Singapore,1.37481,103.93607,2,5,0,1,0,0,0,0,0,0,0,1,4,7
28707,568 PASIR RIS ST 51 Singapore,1.36898,103.94887,6,18,0,1,0,2,0,0,0,0,1,1,2,22
28719,221 PASIR RIS ST 21 Singapore,1.37021,103.96137,6,14,0,0,0,2,0,0,0,0,0,1,4,10
28723,782 PASIR RIS ST 71 Singapore,1.37355,103.93871,3,7,0,1,0,0,0,0,0,0,0,1,4,7
28727,459 PASIR RIS DR 4 Singapore,1.37127,103.95986,6,13,0,0,0,2,0,0,0,0,1,1,5,10
28737,449 PASIR RIS DR 6 Singapore,1.37084,103.9582,6,13,0,0,0,2,0,0,0,0,1,1,6,11
28738,651 PASIR RIS DR 10 Singapore,1.37898,103.93831,3,5,0,0,0,0,0,0,0,0,0,1,3,7
28744,547 PASIR RIS ST 51 Singapore,1.36879,103.95317,7,16,0,0,1,2,0,0,0,0,1,1,5,16
28753,580 PASIR RIS ST 53 Singapore,1.37475,103.94681,4,13,0,0,0,1,0,0,0,0,1,1,4,10
28756,132 EDGEDALE PLAINS Singapore,1.3934,103.91105,8,19,0,0,0,0,0,0,0,0,0,0,5,17
28776,128C PUNGGOL FIELD WALK Singapore,1.39259,103.91278,7,19,0,0,0,0,0,0,0,0,0,0,5,17
28790,203B PUNGGOL FIELD Singapore,1.39881,103.90416,12,23,0,1,0,0,0,0,0,0,0,0,6,23
28805,632B PUNGGOL DR Singapore,1.40071,103.91312,8,18,0,0,0,0,0,0,0,0,0,0,11,16
28809,303B PUNGGOL CTRL Singapore,1.4036,103.90541,7,19,0,0,0,0,0,0,0,0,0,0,10,22
28826,195B PUNGGOL RD Singapore,1.4015799999999998,103.90629,12,21,0,0,0,0,0,0,0,0,0,0,8,22
28839,301B PUNGGOL CTRL Singapore,1.40422,103.90604,7,18,0,0,0,0,0,0,0,0,0,0,9,21
28854,102C PUNGGOL FIELD Singapore,1.39913,103.90578,13,21,0,0,0,0,0,0,0,0,0,0,10,22
28867,107A EDGEFIELD PLAINS Singapore,1.39712,103.90675,12,23,0,0,0,0,0,0,0,0,0,0,9,24
28879,204D PUNGGOL FIELD Singapore,1.39815,103.90282,11,25,0,1,0,0,0,0,0,0,0,0,8,24
28884,172B EDGEDALE PLAINS Singapore,1.3958700000000002,103.91155,9,18,0,0,0,0,0,0,0,0,0,0,9,18
28899,173A PUNGGOL FIELD Singapore,1.39666,103.90963,10,18,0,0,0,0,0,0,0,0,0,0,9,19
28923,107D EDGEFIELD PLAINS Singapore,1.39616,103.9079,10,22,0,0,0,0,0,0,0,0,0,0,9,22
28932,199C PUNGGOL FIELD Singapore,1.4007,103.90563,12,21,0,0,0,0,0,0,0,0,0,0,9,22
28943,192 PUNGGOL CTRL Singapore,1.39995,103.90954,10,19,0,0,0,0,0,0,0,0,0,0,11,19
28956,637A PUNGGOL DR Singapore,1.39947,103.9145,8,17,0,0,0,0,0,0,0,0,0,0,10,13
28968,651 PUNGGOL CTRL Singapore,1.39659,103.91544,7,17,0,0,0,0,0,0,0,0,0,0,8,13
28984,296 PUNGGOL CTRL Singapore,1.40151,103.90506,12,21,0,0,0,0,0,0,0,0,0,0,8,23
29001,294 PUNGGOL CTRL Singapore,1.40291,103.90452,7,21,0,0,0,0,0,0,0,0,0,0,10,23
29019,166A PUNGGOL CTRL Singapore,1.3945,103.91575,5,16,0,0,0,0,0,0,0,0,0,0,8,14
29027,165A PUNGGOL CTRL Singapore,1.3948200000000002,103.91469,6,17,0,0,0,0,0,0,0,0,0,0,8,14
29036,295 PUNGGOL CTRL Singapore,1.40175,103.90466,10,21,0,0,0,0,0,0,0,0,0,0,9,23
29047,190 PUNGGOL CTRL Singapore,1.39941,103.91008,11,19,0,0,0,0,0,0,0,0,0,0,10,19
29060,182 EDGEFIELD PLAINS Singapore,1.399,103.90943,10,19,0,0,0,0,0,0,0,0,0,0,12,19
29074,187 PUNGGOL CTRL Singapore,1.3989200000000002,103.91075,11,19,0,0,0,0,0,0,0,0,0,0,11,19
29084,110 C'WEALTH CRES Singapore,1.30679,103.79897,2,8,0,1,0,2,0,2,0,0,5,8,6,19
29090,100 C'WEALTH CRES Singapore,1.30719,103.8011,2,7,0,1,0,2,0,1,0,0,5,8,7,18
29100,88 C'WEALTH CL Singapore,1.30479,103.79884,2,5,0,0,0,1,0,0,0,0,5,8,6,21
29108,84 C'WEALTH CL Singapore,1.3036,103.79917,2,6,0,0,0,1,0,0,0,0,5,9,6,21
29119,1 DOVER RD Singapore,1.30253,103.7837,3,9,0,1,1,2,1,2,1,2,0,7,7,20
29132,171 STIRLING RD Singapore,1.29072,103.80368,1,8,0,0,0,1,0,0,0,0,3,11,7,17
29143,4 HOLLAND CL Singapore,1.30787,103.79535,0,8,0,1,0,1,0,3,0,1,6,8,9,17
29170,162 MEI LING ST Singapore,1.29206,103.80284,3,8,0,0,0,1,0,0,0,0,4,9,6,17
29182,31 HOLLAND CL Singapore,1.30689,103.79678,2,8,0,1,0,1,0,3,0,1,5,8,9,19
29188,28C DOVER CRES Singapore,1.30545,103.78245,3,8,0,1,1,2,1,2,1,2,1,7,7,23
29210,23 DOVER CRES Singapore,1.30758,103.78367,3,8,0,1,1,2,1,2,1,2,1,7,6,22
29220,13 HOLLAND DR Singapore,1.30884,103.79335,0,6,0,0,0,1,0,2,0,1,4,7,11,18
29251,184 STIRLING RD Singapore,1.29562,103.80431,3,7,0,0,0,1,0,0,0,0,3,10,6,20
29261,182 STIRLING RD Singapore,1.29524,103.80528,4,7,0,0,0,1,0,0,0,0,4,10,5,17
29269,17 DOVER CRES Singapore,1.30741,103.78284,3,9,0,1,1,2,1,2,1,2,1,7,6,24
29287,82 STRATHMORE AVE Singapore,1.29465,103.80885,4,9,0,0,1,1,0,0,0,0,2,10,7,16
29292,508B WELLINGTON CIRCLE Singapore,1.4529,103.82097,7,7,0,0,0,0,0,0,0,0,0,0,9,15
29306,357 ADMIRALTY DR Singapore,1.45006,103.81628,7,12,0,0,0,0,0,0,0,0,0,0,7,17
29319,491 ADMIRALTY LINK Singapore,1.45665,103.81778,5,7,0,0,0,0,0,0,0,0,0,0,9,15
29342,493 ADMIRALTY LINK Singapore,1.4567,103.81654,5,9,0,0,0,0,0,0,0,0,0,0,10,16
29364,329 SEMBAWANG CL Singapore,1.44652,103.81756,6,13,0,0,0,0,0,0,0,0,0,0,7,19
29372,327 SEMBAWANG CRES Singapore,1.4456,103.81914,5,12,0,0,0,0,0,0,0,0,0,1,7,16
29381,321 SEMBAWANG CL Singapore,1.44616,103.81843,6,12,0,0,0,0,0,0,0,0,0,1,7,17
29387,360A ADMIRALTY DR Singapore,1.44904,103.81572,7,12,0,0,0,0,0,0,0,0,0,1,7,22
29396,317 SEMBAWANG VISTA Singapore,1.44599,103.82028,5,10,0,0,0,0,0,0,0,0,0,1,7,16
29408,490 ADMIRALTY LINK Singapore,1.45515,103.81753,5,9,0,0,0,0,0,0,0,0,0,0,9,16
29432,357C ADMIRALTY DR Singapore,1.4501,103.81629,7,12,0,0,0,0,0,0,0,0,0,0,7,17
29447,353C ADMIRALTY DR Singapore,1.4497799999999998,103.8192,7,11,0,0,0,0,0,0,0,0,0,0,7,16
29462,469A ADMIRALTY DR Singapore,1.44947,103.81414,7,12,0,0,0,0,0,0,0,0,0,1,7,22
29479,357A ADMIRALTY DR Singapore,1.45006,103.81628,7,12,0,0,0,0,0,0,0,0,0,0,7,17
29494,326 SEMBAWANG CRES Singapore,1.4448,103.81934,4,13,0,0,0,0,0,0,0,0,0,1,6,16
29501,411 SEMBAWANG DR Singapore,1.4524,103.81777,7,9,0,0,0,0,0,0,0,0,0,0,9,17
29510,476 SEMBAWANG DR Singapore,1.45148,103.81722,7,10,0,0,0,0,0,0,0,0,0,0,8,17
29514,486 ADMIRALTY LINK Singapore,1.45626,103.81604,5,9,0,0,0,0,0,0,0,0,0,0,10,16
29538,311 CANBERRA RD Singapore,1.44615,103.82278,4,10,0,0,0,0,0,0,0,0,0,1,6,19
29546,355A SEMBAWANG WAY Singapore,1.44969,103.81906,7,11,0,0,0,0,0,0,0,0,0,0,7,16
29548,588B MONTREAL DR Singapore,1.45026,103.82611,2,9,0,0,0,0,0,0,0,0,0,0,7,15
29560,416 CANBERRA RD Singapore,1.45213,103.81899,7,9,0,0,0,0,0,0,0,0,0,0,8,16
29570,360B ADMIRALTY DR Singapore,1.44877,103.8155,7,12,0,0,0,0,0,0,0,0,0,1,7,23
29585,305 CANBERRA RD Singapore,1.44537,103.82208,4,10,0,0,0,0,0,0,0,0,0,1,6,18
29593,359A ADMIRALTY DR Singapore,1.45005,103.81614,7,12,0,0,0,0,0,0,0,0,0,0,7,19
29608,439B SENGKANG WEST AVE Singapore,1.3916,103.87761,4,12,0,1,0,0,0,0,0,0,0,1,5,15
29635,154 RIVERVALE CRES Singapore,1.39089,103.90675,8,26,0,1,0,0,0,0,0,0,0,0,4,23
29641,298D COMPASSVALE ST Singapore,1.39582,103.90066,9,25,0,1,0,0,0,0,0,0,0,0,5,24
29660,291D COMPASSVALE ST Singapore,1.39698,103.89846,9,25,0,1,0,0,0,0,0,0,0,0,6,24
29676,305D ANCHORVALE LINK Singapore,1.38891,103.88747,5,27,1,1,0,1,0,0,0,0,0,1,6,22
29692,120A RIVERVALE DR Singapore,1.38547,103.90431,7,26,0,1,0,0,0,0,0,0,0,0,4,16
29697,196 RIVERVALE DR Singapore,1.39264,103.90317,10,27,0,1,0,0,0,0,0,0,0,0,5,25
29711,204C COMPASSVALE DR Singapore,1.38765,103.89464,12,28,1,1,0,0,0,0,0,0,0,1,7,23
29718,207A COMPASSVALE LANE Singapore,1.38546,103.89832,10,28,1,1,0,0,0,0,0,0,0,0,6,20
29727,157C RIVERVALE CRES Singapore,1.3876700000000002,103.90766,5,26,0,1,0,0,0,0,0,0,0,0,4,20
29741,290A COMPASSVALE CRES Singapore,1.39654,103.89696,9,26,0,1,0,0,0,0,0,0,0,0,9,24
29751,129 RIVERVALE ST Singapore,1.38989,103.90239,8,27,0,1,0,0,0,0,0,0,0,0,4,22
29761,201A COMPASSVALE DR Singapore,1.3888,103.89284,9,28,1,1,0,0,0,0,0,0,0,1,7,24
29769,313C ANCHORVALE RD Singapore,1.39214,103.88813,5,24,1,1,0,0,0,0,0,0,0,1,8,20
29782,204A COMPASSVALE DR Singapore,1.38786,103.8953,12,29,1,1,0,0,0,0,0,0,0,1,7,23
29793,209C COMPASSVALE LANE Singapore,1.38384,103.89902,8,25,0,2,0,0,0,0,0,0,0,0,6,19
29814,404B FERNVALE LANE Singapore,1.38837,103.87277,3,10,0,1,0,0,0,1,0,0,0,1,5,11
29829,265C COMPASSVALE LINK Singapore,1.38222,103.89588,8,27,1,2,0,1,0,0,0,0,0,1,6,18
29841,273B COMPASSVALE LINK Singapore,1.38434,103.89521,9,30,1,2,0,1,0,0,0,0,0,1,7,19
29849,439C SENGKANG WEST AVE Singapore,1.3916,103.87761,4,12,0,1,0,0,0,0,0,0,0,1,5,15
29868,441C FERNVALE RD Singapore,1.39223,103.87502,4,11,0,1,0,0,0,0,0,0,0,0,6,12
29896,277C COMPASSVALE LINK Singapore,1.38215,103.89395,6,27,1,2,0,1,0,0,0,0,0,1,6,21
29917,267A COMPASSVALE LINK Singapore,1.38283,103.89796,7,24,0,2,0,0,0,0,0,0,0,1,6,17
29936,273A COMPASSVALE LINK Singapore,1.38408,103.89474,9,28,1,2,0,1,0,0,0,0,0,1,7,20
29948,275D COMPASSVALE LINK Singapore,1.38309,103.89429,7,27,1,2,0,1,0,0,0,0,0,1,6,20
29967,273D COMPASSVALE LINK Singapore,1.38407,103.89474,9,28,1,2,0,1,0,0,0,0,0,1,7,20
29998,206C COMPASSVALE LANE Singapore,1.38697,103.89786,10,28,1,1,0,0,0,0,0,0,0,0,8,20
30012,252 COMPASSVALE ST Singapore,1.39391,103.90039,10,26,0,1,0,0,0,0,0,0,0,0,6,24
30027,117C RIVERVALE DR Singapore,1.38324,103.90212,7,26,0,1,0,0,0,0,0,0,0,0,4,14
30035,121 RIVERVALE DR Singapore,1.38644,103.90448,6,26,0,1,0,0,0,0,0,0,0,0,3,17
30047,310A ANCHORVALE RD Singapore,1.39068,103.88494,6,23,1,1,0,0,0,0,0,0,0,1,5,21
30064,316C ANCHORVALE LINK Singapore,1.39324,103.88873,4,24,1,1,0,0,0,0,0,0,0,0,7,20
30077,316A ANCHORVALE LINK Singapore,1.3932,103.88883,4,24,1,1,0,0,0,0,0,0,0,0,7,20
30092,260A SENGKANG EAST WAY Singapore,1.39343,103.89544,9,25,1,1,0,0,0,0,0,0,0,0,6,23
30104,301C ANCHORVALE DR Singapore,1.3888,103.89116,9,29,1,1,0,0,0,0,0,0,0,1,7,24
30117,403A FERNVALE LANE Singapore,1.3892,103.87318,3,11,0,1,0,0,0,1,0,0,0,1,5,12
30124,292B COMPASSVALE ST Singapore,1.39611,103.8993,7,25,0,1,0,0,0,0,0,0,0,0,5,24
30140,403C FERNVALE LANE Singapore,1.38859,103.87288,3,10,0,1,0,0,0,1,0,0,0,1,5,11
30153,191B RIVERVALE DR Singapore,1.39437,103.9042,11,26,0,1,0,0,0,0,0,0,0,0,6,26
30155,201D COMPASSVALE DR Singapore,1.3873,103.89377,10,28,1,1,0,0,0,0,0,0,0,1,7,22
30162,321B ANCHORVALE DR Singapore,1.39114,103.89254,10,26,1,1,0,0,0,0,0,0,0,0,7,20
30172,204B COMPASSVALE DR Singapore,1.38742,103.89424,11,28,1,1,0,0,0,0,0,0,0,1,7,22
30182,230 COMPASSVALE WALK Singapore,1.3885,103.90166,9,27,0,1,0,0,0,0,0,0,0,0,7,21
30189,200D SENGKANG EAST RD Singapore,1.38696,103.8932,10,29,1,1,0,1,0,0,0,0,0,1,7,23
30201,258D COMPASSVALE RD Singapore,1.3937,103.897,11,27,1,1,0,0,0,0,0,0,0,0,6,23
30211,412A FERNVALE LINK Singapore,1.3889200000000002,103.87788,4,14,0,1,0,1,0,1,0,0,0,1,5,20
30223,307B ANCHORVALE RD Singapore,1.3898700000000002,103.88768,5,26,1,1,0,1,0,0,0,0,0,1,5,22
30242,136 RIVERVALE ST Singapore,1.3887200000000002,103.90488,7,28,0,1,0,0,0,0,0,0,0,0,3,20
30252,262B COMPASSVALE ST Singapore,1.39533,103.89525,8,26,1,1,0,0,0,0,0,0,0,0,6,22
30260,202A COMPASSVALE DR Singapore,1.38856,103.89303,9,28,1,1,0,0,0,0,0,0,0,1,6,24
30280,204D COMPASSVALE DR Singapore,1.38781,103.89542,12,29,1,1,0,0,0,0,0,0,0,1,7,23
30287,105 SERANGOON NTH AVE 1 Singapore,1.37007,103.8702,3,11,0,0,0,1,1,1,0,0,2,6,4,16
30302,107 SERANGOON NTH AVE 1 Singapore,1.37007,103.8702,3,11,0,0,0,1,1,1,0,0,2,6,4,16
30315,115 SERANGOON NTH AVE 1 Singapore,1.36832,103.87051,5,11,0,0,0,1,1,1,0,0,2,7,4,19
30321,4 LOR LEW LIAN Singapore,1.35037,103.87637,7,17,0,1,2,4,0,0,1,2,0,4,6,14
30331,219 SERANGOON AVE 4 Singapore,1.35854,103.87214,3,17,0,1,0,4,0,1,0,1,2,4,4,14
30347,1 LOR LEW LIAN Singapore,1.35091,103.87565,3,17,0,1,1,4,0,0,0,2,0,4,6,15
30357,225 SERANGOON AVE 4 Singapore,1.35706,103.87035,5,18,0,1,1,3,0,1,0,1,2,5,4,13
30371,223 SERANGOON AVE 4 Singapore,1.35734,103.87055,5,18,0,1,1,3,0,1,0,1,2,5,4,13
30388,209 SERANGOON CTRL Singapore,1.3545,103.87405,5,17,0,1,1,3,0,0,0,1,0,4,5,12
30395,323 SERANGOON AVE 3 Singapore,1.35126,103.86929,7,18,0,1,1,3,0,0,0,1,0,2,4,10
30408,2 LOR LEW LIAN Singapore,1.35051,103.87575,3,17,0,1,1,4,0,0,0,2,0,4,6,14
30423,101 SERANGOON NTH AVE 1 Singapore,1.37086,103.87037,3,11,0,0,0,1,1,1,0,0,2,6,4,15
30439,127 SERANGOON NTH AVE 1 Singapore,1.36585,103.87184,5,12,0,0,0,2,1,1,0,0,2,6,3,17
30449,547 SERANGOON NTH AVE 3 Singapore,1.37387,103.87055,3,12,0,0,0,1,1,1,0,0,0,5,3,13
30460,7 LOR LEW LIAN Singapore,1.34925,103.87665,8,17,1,1,3,4,0,0,1,2,0,3,6,16
30463,216 SERANGOON AVE 4 Singapore,1.3576700000000002,103.87313,2,19,0,1,0,4,0,1,0,1,1,4,5,14
30473,324 SERANGOON AVE 3 Singapore,1.35109,103.86874,6,18,0,1,1,3,0,0,0,1,0,4,4,11
30476,403 SERANGOON AVE 1 Singapore,1.34638,103.8726,4,18,1,1,2,4,0,0,0,2,0,1,5,15
30479,427 SERANGOON CTRL Singapore,1.34807,103.87517,4,16,1,1,2,4,0,0,0,2,0,3,6,18
30486,116 SERANGOON NTH AVE 1 Singapore,1.3687,103.87162,4,11,0,0,0,1,1,1,0,0,2,7,5,15
30490,114 SERANGOON NTH AVE 1 Singapore,1.3687,103.87162,4,11,0,0,0,1,1,1,0,0,2,7,5,15
30499,536 SERANGOON NTH AVE 4 Singapore,1.37389,103.87503,7,14,0,0,1,1,1,1,0,0,1,3,6,13
30505,506A SERANGOON NTH AVE 4 Singapore,1.37287,103.87568,7,14,0,0,1,1,1,1,0,0,1,4,6,13
30515,417 SERANGOON CTRL Singapore,1.35005,103.8749,3,17,0,1,1,4,0,0,0,2,0,4,6,15
30520,322 SERANGOON AVE 3 Singapore,1.35152,103.86878,7,18,0,1,1,3,0,0,0,1,0,3,4,9
30530,236A SERANGOON AVE 2 Singapore,1.35396,103.8692,6,16,0,1,1,3,0,0,0,1,0,4,4,10
30539,201D TAMPINES ST 21 Singapore,1.35229,103.95393,9,19,0,0,2,2,0,0,0,0,0,2,8,18
30547,283 TAMPINES ST 22 Singapore,1.34883,103.95316,7,17,0,0,1,2,0,1,0,0,0,2,7,19
30565,422 TAMPINES ST 41 Singapore,1.3573,103.94713,7,22,0,1,0,2,0,1,0,0,1,3,11,23
30572,851 TAMPINES ST 83 Singapore,1.35307,103.93505,6,15,1,1,0,0,1,1,0,0,1,2,9,16
30584,437 TAMPINES ST 43 Singapore,1.35977,103.95164,8,23,0,1,2,2,0,0,0,0,0,3,6,23
30594,847 TAMPINES ST 83 Singapore,1.3524,103.93492,6,16,1,1,0,0,1,1,0,0,1,2,9,15
30604,221 TAMPINES ST 24 Singapore,1.35533,103.95258,9,22,0,1,2,2,0,1,0,0,0,3,10,21
30622,281 TAMPINES ST 22 Singapore,1.34746,103.95233,9,19,0,0,1,3,0,1,0,0,1,2,6,22
30631,434 TAMPINES ST 43 Singapore,1.35904,103.95148,8,24,0,1,2,2,0,1,0,0,0,3,6,22
30641,808 TAMPINES AVE 4 Singapore,1.34676,103.93636,7,22,0,3,0,2,1,1,0,0,2,4,5,25
30655,253 TAMPINES ST 21 Singapore,1.35312,103.94817,9,22,0,1,1,2,0,1,0,0,2,2,13,21
30666,251 TAMPINES ST 21 Singapore,1.35312,103.9485,9,22,0,1,1,2,0,1,0,0,2,2,13,21
30680,361 TAMPINES ST 34 Singapore,1.35577,103.96249,4,16,0,0,2,2,0,0,0,0,0,0,2,13
30693,425 TAMPINES ST 41 Singapore,1.35917,103.94816,6,24,0,1,1,2,0,1,0,0,0,3,9,24
30702,280 TAMPINES ST 22 Singapore,1.34758,103.95193,9,19,0,0,1,3,0,1,0,0,1,2,6,23
30709,164 SIMEI RD Singapore,1.34589,103.95851,6,14,0,0,1,2,0,0,0,0,0,1,4,19
30716,486C TAMPINES AVE 9 Singapore,1.35907,103.95718,8,19,0,0,2,2,0,0,0,0,0,1,5,20
30722,109 TAMPINES ST 11 Singapore,1.34716,103.94851,8,22,0,2,0,4,0,1,0,0,1,3,11,21
30741,365 TAMPINES ST 34 Singapore,1.35749,103.96062,5,17,0,0,2,2,0,0,0,0,0,0,5,18
30748,873 TAMPINES ST 84 Singapore,1.35379,103.9321,5,12,1,1,0,0,1,1,0,0,1,2,6,15
30758,877 TAMPINES ST 84 Singapore,1.35271,103.93157,5,10,1,1,0,0,1,1,0,0,1,2,6,15
30768,867 TAMPINES ST 83 Singapore,1.35499,103.93397,6,13,1,1,0,0,1,1,0,0,1,2,6,15
30774,832 TAMPINES ST 82 Singapore,1.35029,103.93545,8,20,1,2,0,1,1,1,0,0,1,3,9,18
30782,207 TAMPINES ST 21 Singapore,1.35113,103.95214,8,20,0,0,1,2,0,1,0,0,0,2,13,17
30787,235 TAMPINES ST 21 Singapore,1.35571,103.94839,9,22,0,1,1,2,0,1,0,0,1,3,12,23
30793,493C TAMPINES ST 43 Singapore,1.36218,103.95148,6,21,0,1,1,2,0,0,0,0,0,3,5,22
30796,888 TAMPINES ST 81 Singapore,1.35077,103.93106,6,12,1,2,0,0,1,1,0,0,0,3,5,17
30805,275 TAMPINES ST 22 Singapore,1.34801,103.95051,9,20,0,0,1,3,0,1,0,0,1,2,11,21
