,supermarket_name,supermarket_latitude,supermarket_longitude
342,SHENG SIONG SUPERMARKET PTE LTD,1.40371939366127,103.906138013326
343,ANG MO SUPERMARKET PTE LTD,1.39946117297002,103.916054504161
344,COLD STORAGE SINGAPORE (1983) PTE LTD,1.40566047542135,103.911991279242
345,SHENG SIONG SUPERMARKET PTE LTD,1.30778510070706,103.857010987509
346,SWISS BUTCHERY PTE LTD,1.30561167116125,103.822962948156
347,COLD STORAGE SINGAPORE (1983) PTE LTD,1.32257317593847,103.814245545298
348,CP MANAGEMENT SERVICES PRIVATE LIMITED,1.32674394478206,104.003578458884
349,VINAYAK TRADERS PTE. LTD.,1.31923811377776,103.732882480415
350,TASTE (SINGAPORE) PRIVATE LIMITED,1.31052978656723,103.796105205941
351,SHENG SIONG SUPERMARKET PTE LTD,1.43303198083989,103.84160082548
352,PRIME SUPERMARKET (1996) PTE LTD,1.37743962647899,103.744383226701
353,CAVEMEN PTE. LTD.,1.32696540868721,103.843674239785
354,COLD STORAGE SINGAPORE (1983) PTE LTD,1.30766861522346,103.828164400669
355,COLD STORAGE SINGAPORE (1983) PTE LTD,1.30197804716068,103.839758898411
356,PRIME SUPERMARKET (1996) PTE LTD,1.3467646554181,103.6788181373
357,COLD STORAGE SINGAPORE (1983) PTE LTD,1.31275329888806,103.92365787344
358,MOHAMAD DAMAR HULAN BIN OSMAN,1.31714973629572,103.903965194579
359,THE FOODSPREE PTE LTD,1.31290445966393,103.899711254654
360,HAO MART PTE. LTD.,1.30706067505236,103.923769733618
361,COLD STORAGE SINGAPORE (1983) PTE LTD,1.33142685592296,103.948257061053
362,SHENG SIONG SUPERMARKET PTE LTD,1.33824202544731,103.9233039386
363,COLD STORAGE SINGAPORE (1983) PTE LTD,1.36899800601439,103.958647646173
364,SHENG SIONG SUPERMARKET PTE LTD,1.36968624846978,103.947922430563
365,COLD STORAGE SINGAPORE (1983) PTE LTD,1.380850346979,103.879309100327
366,L M MEAT PTE. LTD.,1.32042967863542,103.843892126913
367,FISHOP PTE. LTD.,1.2886146910195,103.805009970565
368,HONG HENG SENG,1.2811973776484,103.843437329467
369,COLD STORAGE SINGAPORE (1983) PTE LTD,1.33502430397913,103.746638245311
370,U STARS SUPERMARKET PTE. LTD.,1.31770281913597,103.769076732946
371,KEK HONG HENG,1.31800981292651,103.731948910121
372,LIM KING CHEW,1.36271446207954,103.893980506642
373,COLD STORAGE SINGAPORE (1983) PTE LTD,1.30119131472187,103.905113590458
374,PRIME SUPERMARKET (1996) PTE LTD,1.3206250589085,103.934734229515
375,SHENG SIONG SUPERMARKET PTE LTD,1.37829768231985,103.754071407342
376,COLD STORAGE SINGAPORE (1983) PTE LTD,1.32000040915087,103.887363072166
377,SHENG SIONG SUPERMARKET PTE LTD,1.33904479825353,103.855541071679
378,MCP FAIRMART PTE LTD,1.33233467983413,103.938051292004
379,ONE EIGHT SHOP PTE. LTD.,1.33658465251142,103.737623311665
380,COLD STORAGE SINGAPORE (1983) PTE LTD,1.35831704701199,103.749579874348
381,COLD STORAGE SINGAPORE (1983) PTE LTD,1.33306648172659,103.931091390123
382,HAO MART PTE. LTD.,1.3599856700583,103.958247655538
383,COLD STORAGE SINGAPORE (1983) PTE LTD,1.43061828496815,103.828762985206
384,COLD STORAGE SINGAPORE (1983) PTE LTD,1.2777953943487,103.819341304521
385,COLD STORAGE SINGAPORE (1983) PTE LTD,1.31008118565207,103.788532895746
386,PRIME SUPERMARKET LIMITED,1.34857536716152,103.742708640389
387,SHENG SIONG SUPERMARKET PTE LTD,1.41601879836322,103.835000770936
388,COLD STORAGE SINGAPORE (1983) PTE LTD,1.32987219697453,103.901929745106
389,ANG MO SUPERMARKET PTE LTD,1.37170342503995,103.879938988612
390,EN FROZEN PTE LTD,1.31672515166437,103.89797741752
391,LAURELS FOODS SUPPLIERS PTE LTD,1.32044171174546,103.778972465008
392,SHENG SIONG SUPERMARKET PTE LTD,1.42750547876461,103.837125285904
393,SHENG SIONG SUPERMARKET PTE LTD,1.43150526868815,103.773515667645
394,TEO BOBBY,1.35367102829776,103.870756830653
395,SHAHUL HAMEED S/O ABDUSALAM,1.34753518989402,103.951702778283
396,COLD STORAGE SINGAPORE (1983) PTE LTD,1.34669905043909,103.757276703167
397,COLD STORAGE SINGAPORE (1983) PTE LTD,1.35323163805116,103.871472859034
398,COLD STORAGE SINGAPORE (1983) PTE LTD,1.30560570262798,103.915376080603
399,SHENG SIONG SUPERMARKET PTE LTD,1.32918105553869,103.888248444761
400,COLD STORAGE SINGAPORE (1983) PTE LTD,1.4361142481059,103.837605239088
401,PRIME SUPERMARKET (1996) PTE LTD,1.38079049151902,103.751954418498
402,TAN CHUAN BOON,1.36620942758889,103.895144898127
403,SHENG SIONG SUPERMARKET PTE LTD,1.32161904109972,103.859382727107
404,PRIME SUPERMARKET LIMITED,1.34201783432949,103.691483120672
405,MCP FAIRMART PTE LTD,1.33375343289468,103.739371389066
406,SHENG SIONG SUPERMARKET PTE LTD,1.33143368800346,103.936865411478
407,HAO MART PTE. LTD.,1.32471580637604,103.857752875465
408,COLD STORAGE SINGAPORE (1983) PTE LTD,1.2471504063107,103.839555012608
409,COLD STORAGE SINGAPORE (1983) PTE LTD,1.26206336450486,103.818625588159
410,L M MEAT PTE. LTD.,1.30358269052594,103.76528451751
411,U STARS PTE. LTD.,1.3775438427841,103.749700044104
412,GURU'S MARKETING PTE. LTD.,1.31923811377776,103.732882480415
413,ISETAN (SINGAPORE) LIMITED?,1.3058097922131,103.831507328438
414,SHENG SIONG SUPERMARKET PTE LTD,1.30973331408822,103.768637301316
415,COLD STORAGE SINGAPORE (1983) PTE LTD,1.30176130745621,103.769369393442
416,SHENG SIONG SUPERMARKET PTE LTD,1.29531966854901,103.809758594158
417,COLD STORAGE SINGAPORE (1983) PTE LTD,1.29389358752931,103.853119912535
418,COLD STORAGE SINGAPORE (1983) PTE LTD,1.30242417909428,103.83467613466
419,COLD STORAGE SINGAPORE (1983) PTE LTD,1.33211277384514,103.857378075734
420,NTUC FAIRPRICE CO-OPERATIVE LTD,1.29090918346994,103.803107635392
421,NTUC FAIRPRICE CO-OPERATIVE LTD,1.28499883856532,103.844697090786
422,COLD STORAGE SINGAPORE (1983) PTE LTD,1.31733464253519,103.843463185078
423,COLD STORAGE SINGAPORE (1983) PTE LTD,1.37924528806956,103.887832026894
424,TEO BOBBY,1.32476040694715,103.924370235887
425,LOH NYEN YIU,1.30275121791614,103.865163649373
426,ARCHANA PROVISION STORES PTE. LTD,1.31923811377776,103.732882480415
427,KINGSMART PTE. LTD.,1.31621042313667,103.732527150838
428,AP HOUSE PTE. LTD.,1.27830730320321,103.850795182002
429,HAO MART PTE. LTD.,1.31179544978998,103.936894516324
430,COLD STORAGE SINGAPORE (1983) PTE LTD,1.3214476908532,103.955419467871
431,U STARS SUPERMARKET PTE. LTD.,1.39684979447052,103.889246757276
432,U STARS SUPERMARKET PTE. LTD.,1.38977025366003,103.892787164081
433,PRIME SUPERMARKET (1996) PTE LTD,1.37368392879254,103.871416983339
434,SHENG SIONG SUPERMARKET PTE LTD,1.35184498235634,103.836053654084
435,PHAN NEE INVESTMENTS (S) PTE LTD,1.44518329012928,103.837963232741
436,COLD STORAGE SINGAPORE (1983) PTE LTD,1.41738336744103,103.832979911333
437,GW TRADER PTE. LTD.,1.41833137911794,103.896447890319
438,PHANG NEE ENTERPRISE PTE. LTD.,1.32078791294416,103.729751339131
439,SHENG SIONG SUPERMARKET PTE LTD,1.41081926280607,103.900371678954
440,FOUR SEASONS ORGANIC MARKET PTE. LTD.,1.30119131472187,103.905113590458
441,THE BUTCHER (SINGAPORE) PTE. LTD.,1.30119131472187,103.905113590458
442,SHENG SIONG SUPERMARKET PTE LTD,1.31427860895568,103.771350566042
443,SHENG SIONG SUPERMARKET PTE LTD,1.3523935762758,103.715759509791
444,THNG SAIK MONG,1.32212393765921,103.770265909205
445,HAO MART PTE. LTD.,1.35803524250899,103.848208491053
446,COLD STORAGE SINGAPORE (1983) PTE LTD,1.35436493617486,103.960042189056
447,SHENG SIONG SUPERMARKET PTE LTD,1.45074972989745,103.796846522878
448,MAHOTA FOOD PTE. LTD.,1.30832700959572,103.862005875543
449,GURU'S MARKETING PTE. LTD.,1.32048426082957,103.726722841969
450,VINAYAK TRADERS PTE. LTD.,1.32048426082957,103.726722841969
451,COLD STORAGE SINGAPORE (1983) PTE LTD,1.44562289934866,103.798140996577
452,CHENNAI TRADING & SUPERMART PTE. LTD.,1.32048426082957,103.726722841969
453,AJMAL TRADE MART PTE. LTD.,1.40631204506347,103.76056171553
454,L M MEAT PTE. LTD.,1.3343251542009,103.962389306789
455,SHENG SIONG SUPERMARKET PTE LTD,1.31923811377776,103.732882480415
456,SUN TRG & CON PTE LTD,1.45132505304739,103.791095177079
457,SHENG SIONG SUPERMARKET PTE LTD,1.28708278767219,103.841580116173
458,COLD STORAGE SINGAPORE (1983) PTE LTD,1.39209414927783,103.894980035249
459,COLD STORAGE SINGAPORE (1983) PTE LTD,1.44176714678225,103.824495079721
460,SONG FISH DEALER PTE LTD,1.28499883856532,103.844697090786
461,SONG FISH DEALER PTE LTD,1.33983014805774,103.706460886826
462,COLD STORAGE SINGAPORE (1983) PTE LTD,1.36645363325574,103.964598501334
463,NG CHAI SENG,1.27392940817544,103.825310769144
464,PRIME SUPERMARKET LIMITED,1.35894636653359,103.750365807136
465,ANG KEN CHUA,1.38062798479668,103.741520112804
466,HAO MART PTE. LTD.,1.33177301702605,103.924236464013
467,COLD STORAGE SINGAPORE (1983) PTE LTD,1.37210169537313,103.931999895836
468,SARATHI STORES PTE LTD,1.33748492133075,103.887004168998
469,SIVAMANI MINIMART PTE LTD,1.33888230373418,103.886109258393
470,HAO MART PTE. LTD.,1.3730794666261,103.829630867108
471,ALTERNATIVE SELECTION PTE. LTD.,1.33661474902075,103.786969223738
472,TUAS SOUTH MINIMART PTE. LTD.,1.27067712305135,103.636144795044
473,NPS IMPEX PTE. LTD,1.29895146739633,103.627517906632
474,COLD STORAGE SINGAPORE (1983) PTE LTD,1.35011243012885,103.724598702353
475,SHENG SIONG SUPERMARKET PTE LTD,1.34878489456242,103.703415655686
476,COLD STORAGE SINGAPORE (1983) PTE LTD,1.36012370572957,103.76754238699
477,GOWRI'S GLOBAL MARKETING PTE. LTD.,1.41072219413685,103.76839596811
478,BALASUBRAMANIYAN KANNADASAN,1.43594535916514,103.754008429832
479,AJMAL TRADE MART PTE. LTD.,1.43069358938447,103.759237297885
480,DE ESPERTO MINIMART PTE. LTD.,1.45122063631724,103.797853420673
481,PHAN NEE TRADING LLP,1.46138853767873,103.818111275279
482,BANGLADESH SUPER MARKET PTE. LTD.,1.45343693357051,103.832526372151
483,LABIBA ENTERPRISE PTE. LTD.,1.39657415558799,103.872851581637
484,COLD STORAGE SINGAPORE (1983) PTE LTD,1.38199703135061,103.897031078181
485,SHAFEN SUPERMARKET & TRADING (S) PTE. LTD.,1.33641798055282,103.751807387865
486,YS LOGISTICS (S) PTE. LTD.,1.30859346145721,103.722316838638
487,MALAR MARKETING PTE. LTD.,1.31335809677308,103.627436995081
488,SADIA SUPERMARKET & TRADING (S) PTE. LTD.,1.31069428534009,103.630190017208
489,GOWRI'S GLOBAL MARKETING PTE. LTD.,1.32888600553213,103.677129986961
490,KAVI TRADERS PTE. LTD.,1.31332235103777,103.627916988491
491,BISMILLAH MINIMART PTE. LTD.,1.40754324060913,103.758094978446
492,FORTUNE SUPERMARKET PTE. LTD.,1.45551208276585,103.814540291548
493,COLD STORAGE SINGAPORE (1983) PTE LTD,1.45273623395178,103.817249280953
494,PRIME SUPERMARKET LIMITED,1.39652617622188,103.908850766913
495,U STARS SUPERMARKET PTE. LTD.,1.40541353593882,103.896823897364
496,COLD STORAGE SINGAPORE (1983) PTE LTD,1.38358044412737,103.770768312339
497,HAO MART PTE. LTD.,1.3734302528997,103.773924087036
498,PRIME SUPERMARKET (1996) PTE LTD,1.42539842085522,103.83325904408
499,SHENG SIONG SUPERMARKET PTE LTD,1.35590218547803,103.945912189651
500,COLD STORAGE SINGAPORE (1983) PTE LTD,1.37454928671824,103.937088181626
501,COLD STORAGE SINGAPORE (1983) PTE LTD,1.42489931802522,103.847249793129
502,PRIME SUPERMARKET LIMITED,1.32328960172887,103.924149642486
503,SHENG SIONG SUPERMARKET PTE LTD,1.3324023017993,103.925500600051
504,HAO MART PTE. LTD.,1.31935027280391,103.943632362171
505,PRIME SUPERMARKET (1996) PTE LTD,1.35209059885687,103.879314599056
506,PRIME SUPERMARKET LIMITED,1.39484815593414,103.896042269736
507,COLD STORAGE SINGAPORE (1983) PTE LTD,1.44275332239793,103.79054802026
508,COLD STORAGE SINGAPORE (1983) PTE LTD,1.374239506746,103.839489194952
509,COLD STORAGE SINGAPORE (1983) PTE LTD,1.34560771369918,103.882695852672
510,D-RON INVESTMENTS PTE. LTD.,1.41690780081275,103.896018766281
511,AJMAL SUPER MART PTE. LTD.,1.31396452002226,103.625764663231
512,COLD STORAGE SINGAPORE (1983) PTE LTD,1.30756237263162,103.829352202761
513,SONG FISH DEALER PTE LTD,1.33320021671365,103.743170430901
514,COLD STORAGE SINGAPORE (1983) PTE LTD,1.31617742511297,103.83781497569
515,COLD STORAGE SINGAPORE (1983) PTE LTD,1.28355872540744,103.858505749339
516,NG LIAN TEE,1.33166477553301,103.80703380493
517,TAN PAK NANG,1.33312323989581,103.878841903145
518,HAO MART PTE. LTD.,1.31346903905925,103.877004750675
519,PRB TRADING PTE. LTD.,1.31208877136103,103.877389270673
520,SHENG SIONG SUPERMARKET PTE LTD,1.3127205532191,103.878641503568
521,I-TEC SUPERMART PTE LTD,1.31328861546158,103.885153154008
522,YEO HOCK HENG,1.31357605426931,103.881877796975
523,AZ SUPERMART PTE. LTD.,1.33809673913723,103.909946665207
524,FOODIE MARKET PLACE PTE. LTD.,1.30608636797175,103.89614964274
525,ZAC MEAT & POULTRY PTE LTD,1.31574933269594,103.925857026336
