,carpark_name,carpark_latitude,carpark_longitude
354,BLK 625/629 BEDOK RESERVOIR ROAD,1.3342514890920405,103.91517723527485
355,BLK 630/632 BEDOK RESERVOIR ROAD,1.3333637440670465,103.91520373671219
356,BLK 701/708 BEDOK RESERVOIR ROAD,1.3358433944930392,103.91901927098674
357,BLK 716/718/721 BEDOK RESERVOIR ROAD,1.3374591852754765,103.9259534203967
358,BLK 204/209 NEW UPPER CHANGI ROAD,1.3263304964828235,103.9303395393729
359,BLK 208A NEW UPPER CHANGI ROAD,1.3251732958769233,103.93088674617249
360,BLK 23 BEDOK SOUTH AVENUE 1,1.3237167011755582,103.9325635663257
361,BLK 722/725 BEDOK RESERVOIR ROAD,1.337194221768634,103.92905669701946
362,BLK 739/745 BEDOK RESERVOIR ROAD,1.3381537269767942,103.92261646334421
363,BLK 155/172 BEDOK SOUTH ROAD/AVE 3,1.3200329104338957,103.94565928752294
364,BLK 637A BEDOK RESERVOIR ROAD,1.33054815487274,103.90433956320607
365,BLK 649A JALAN TENAGA,1.332015772086145,103.90639475945399
366,BLK 10A BEDOK SOUTH AVENUE 2,1.3225048596873967,103.93692202997929
367,BLK 94A BEDOK NORTH AVENUE 4,1.3334261836375532,103.9419707361937
368,BLK 211/218 BEDOK NORTH STREET 1,1.325131239733241,103.93192173162572
369,BLK 216/218 BEDOK NORTH ST 1,1.3271316923454208,103.93403695950919
370,BEDOK CENTRAL,1.3265215017534207,103.93484000406866
371,BLK 201 BEDOK NORTH ST 1,1.3262898453461367,103.92799551906191
372,BLK 29C CHAI CHEE AVENUE,1.3242938891077893,103.9243003689824
373,BLK 660A JALAN TENAGA,1.3343770595975362,103.90738977380713
374,BLK 651A JALAN TENAGA,1.332492267852263,103.90696724615174
375,BLK 671A JALAN DAMAI,1.3328468531231128,103.90905526271878
376,BLK 613C BEDOK RESERVOIR ROAD,1.3330381024959452,103.91752615777582
377,BLK 761A BEDOK RESERVOIR VIEW,1.3358995643003435,103.9344189574038
378,BLK 765A BEDOK RESERVOIR VIEW,1.3356910123179635,103.93633367546337
379,BLK 769A BEDOK RESERVOIR VIEW,1.3356088847994054,103.93838375965704
380,BLK 772A BEDOK RESERVOIR VIEW,1.3367761554500215,103.93740660996897
381,BLK 201/203 BEDOK NORTH STREET 1,1.3258814963794465,103.92827623307666
382,BLK 739A BEDOK RESERVOIR ROAD,1.3382683041561945,103.92336060080385
383,BLK 30A NEW UPPER CHANGI ROAD,1.3232111239847677,103.93494255225349
384,BLK 509B BEDOK NORTH STREET 3,1.3338640412915765,103.93041487733433
385,BLK 21A CHAI CHEE ROAD,1.3264690135495145,103.92227129473213
386,BLK 215A BEDOK CENTRAL,1.32622610951431,103.93420475731571
387,BLK 184 BEDOK NORTH RD,1.3260802458197953,103.9413578420037
388,BLK 114A BEDOK NORTH ST 2,1.3307202632277364,103.9355693327068
389,BLK 13A BEDOK SOUTH RD,1.3205406737790832,103.93619734820163
390,BLK 34A BED0K SOUTH AVE 2,1.3222509321168792,103.93832402478692
391,BLK 116A BEDOK NORTH ROAD,1.3309591788891948,103.93726546144438
392,BLK 402/403 BEDOK NORTH AVENUE 3,1.3301727085826485,103.9338151792443
393,BLK 35A BEDOK SOUTH AVE 2,1.322520622468104,103.93964881553346
394,BLK 630 BEDOK RESERVOIR ROAD,1.3327973239279605,103.91425233336784
395,BLK 2A BEDOK SOUTH AVE 1,1.3216973941844892,103.93393509513587
396,BLK 19A BEDOK SOUTH ROAD,1.320421790868974,103.93417561555712
397,BLK 513A BEDOK NORTH AVE 2,1.3322601658153155,103.92935743869764
398,"BLK 512 TO 518, 554 BEDOK NORTH AVE 2",1.3313036277380605,103.92917918947829
399,BLK 220 BEDOK CENTRAL,1.3255129802698544,103.9350827294628
400,BLK 219 BEDOK CENTRAL,1.3249662903465638,103.93295160832379
401,BLK 714A BEDOK RESERVOIR ROAD,1.3361557898964023,103.92350807855593
402,BLK 748 BEDOK RESERVOIR CRESCENT,1.3360794194920385,103.92191686099008
403,BLK 807 CHAI CHEE ROAD,1.3274880750733322,103.9227613439326
404,BLK 88 TANGLIN HALT RD,1.3018210574313116,103.79820565809393
405,309 CHOA CHU KANG AVE 4,1.3850753626994696,103.74574719528964
406,BLK 84A COMMONWEALTH CLOSE,1.3036608788452495,103.7997973262448
407,BLK 1/2 CHAI CHEE STREET,1.3266212706584415,103.92291142962787
408,BLK 43/45 CHAI CHEE STREET,1.328685731614716,103.92557681585446
409,BLK 50/54 CHAI CHEE STREET,1.3290958607447734,103.92163403144221
410,BLK 11 CHAI CHEE ROAD,1.3267660935698462,103.9249255468732
411,"BLK 22/24, 59/63, 803/805 CHAI CHEE ROAD",1.325761538242785,103.92138753079271
412,BLK 27 CHAI CHEE ROAD,1.3248224611390984,103.92340067458183
413,BLK 25-27 CHAI CHEE ROAD,1.3235138140220333,103.92356461224138
414,BLK 30/40 CHAI CHEE AVENUE,1.3252462054528282,103.92568734971881
415,BLK 55/58 CHAI CHEE DRIVE,1.326895488242421,103.91944117263687
416,BLK 41/42 CHAI CHEE STREET,1.3277201161996692,103.92599509455695
417,BLK 54 C'WEALTH DR,1.3016364093624113,103.79679138790385
418,BLK 429A CHOA CHU KANG AVENUE 4,1.3835963556122934,103.74082478082065
419,BLK 625A CHOA CHU KANG STREET 62,1.3983848378100412,103.74674494947023
420,BLK 445A CHOA CHU KANG AVE 4,1.381187418093136,103.73664153064173
421,BLK 474A CHOA CHU KANG AVE 3,1.3786379456153655,103.73792965982501
422,BLK 450A CHOA CHU KANG AVE 4,1.3793103007570013,103.73569574377184
423,BLK 462A CHOA CHU KANG AVE 4,1.37753541473403,103.73574760435896
424,BLK 483A CHOA CHU KANG AVE 5,1.3759735599231606,103.73707093730049
425,BLK 486A CHOA CHU KANG AVE 5,1.3750499752188077,103.73836209062019
426,BLK 297B CHOA CHU KANG AVE 2,1.377365191602342,103.74329658894608
427,BLK BETWEEN 404 & 426 CHOA CHU KANG AVENUE 1/4,1.380315085920983,103.73858438589501
428,BLK 101/108 TECK WHYE LANE,1.3774743473121365,103.753966519044
429,BLK 227A CHOA CHU KANG CENTRAL,1.3805047532205248,103.74543486598357
430,BLK 287A CHOA CHU KANG AVENUE 2,1.3787338234756623,103.74186894657916
431,BLK 409/413 CHOA CHU KANG AVE 3,1.3812861166246784,103.74181570834476
432,BLK 414-420 CHOA CHU KANG AVENUE 4,1.3829167235416242,103.74204059676565
433,BLK 278/287 CHOA CHU KANG AVENUE 2/3,1.3801410233600857,103.74252873931746
434,BLK 288/295 CHOA CHU KANG AVENUE 2/3,1.3784262097063238,103.74091199127962
435,BLK 401/408 CHOA CHU KANG AVE 3,1.3796289105733506,103.73922107254207
436,BLK 421/428 CHOA CHU KANG AVENUE 4,1.3820730449413998,103.74069102239307
437,BLK 130/132 CHOA CHU KANG AVE 1,1.3809984226086809,103.75062314406694
438,BLK 133/134 TECK WHYE LANE,1.3804828191297818,103.7513306473736
439,BLK 109/117 TECK WHYE LANE,1.3792527806804915,103.75137165184242
440,"BLK 429, 438-441 CHOA CHU KANG AVENUE 4",1.383382964748632,103.74013365429617
441,BLK 303 CHOA CHU KANG AVENUE 4,1.3845306466344678,103.74382011831351
442,BLK 343A CHOA CHU KANG LOOP,1.3838438770093517,103.74594296799225
443,BLK 430-437 CHOA CHU KANG AVENUE 4,1.3841443511993476,103.74150685405424
444,BLK 350-351 CHOA CHU KANG CENTRAL,1.383326163012073,103.74330985413658
445,BLK 352-355 CHOA CHU KANG CENTRAL,1.3822899983079155,103.74374379564664
446,"BLK 302, 304-308 CHOA CHU KANG LOOP",1.3846237901647562,103.74295584042696
447,BLK 276A CHOA CHU KANG AVENUE 2,1.3800848001567996,103.74417169247384
448,BLK 276/277 CHOA CHU KANG AVENUE 2,1.379745712337052,103.74411077646073
449,BLK 118/124 TECK WHYE LANE,1.3786059243997977,103.75006247869959
450,BLK 118A TECK WHYE LANE,1.3794925303032597,103.74998034167601
451,BLK 248/250 CHOA CHU KANG AVENUE 2,1.3790288766966712,103.74538107497969
452,BLK 251A CHOA CHU KANG AVENUE 2,1.3787502331490429,103.74493840789525
453,BLK 253A CHOA CHU KANG AVE 1,1.3773947750358428,103.74396269033357
454,BLK 502A CHOA CHU KANG STREET 51,1.388697685879254,103.74295135477603
455,BLK 511A CHOA CHU KANG STREET 51,1.3885772458034669,103.74109704842282
456,BLK 513A CHOA CHU KANG STREET 51,1.3903269693827938,103.74239727614717
457,BLK 527A CHOA CHU KANG STREET 51,1.3922859022308816,103.74108732653997
458,BLK 552A CHOA CHU KANG STREET 52,1.3940529952860854,103.7422298477562
459,BLK 541A CHOA CHU KANG STREET 52,1.3930179383908259,103.74482581366527
460,BLK 559A CHOA CHU KANG NORTH 6,1.3961472532491073,103.74427780249434
461,"BLK 135-138,141,142 & 145 TECK WHYE LANE/AVE",1.3801437034327237,103.75166243741155
462,BLK 144/145 TECK WHYE LANE/AVE,1.3811651758839605,103.75220046039226
463,BLK 567A CHOA CHU KANG STREET 52,1.395380762135428,103.74614735348564
464,BLK 708A CHOA CHU KANG STREET 53,1.3909574199697599,103.74645700945592
465,BLK 754A CHOA CHU KANG NORTH 5,1.3927690420626113,103.7467303588618
466,BLK 762A CHOA CHU KANG NTH 5,1.3925888350648057,103.7491367373063
467,BLK 771A CHOA CHU KANG ST 54,1.394517940974819,103.74996683599052
468,BLK 792A CHOA CHU KANG NTH 6,1.395266310343541,103.74953210680319
469,BLK 787A CHOA CHU KANG DRIVE,1.3952394503711885,103.74769942278269
470,BLK 604A CHOA CHU KANG ST 62,1.3973745222997858,103.74522183372338
471,BLK 610A CHOA CHU KANG ST 62,1.398744729779061,103.74353497964933
472,BLK 139 & 140 TECK WHYE LANE/AVE,1.380179623066984,103.75272002464263
473,BLK 611A CHOA CHU KANG ST 62,1.4004119569039377,103.74378494004577
474,BLK 621A CHOA CHU KANG NORTH 7,1.3996421892720703,103.74758131654313
475,BLK 659A/660A/661A CHOA CHU KANG CRESCENT,1.400659030128732,103.75023635729681
476,BLK 668A CHOA CHU KANG CRESCENT,1.4015543884980117,103.75018630981081
477,BLK 638-643 CHOA CHU KANG STREET 64,1.3981368406612198,103.74911670029505
478,BLK 631-637 & 636A CHOA CHU KANG NORTH 6,1.3971123380650974,103.74850899592623
479,BLK 675A CHOA CHU KANG CRESCENT,1.4011960465890232,103.7466707134057
480,BLK 669A CHOA CHU KANG CRESCENT,1.4022393536094306,103.74832374074036
481,BLK 678A CHOA CHU KANG CRESCENT,1.4018800104107763,103.74487907782583
482,BLK 297A CHOA CHU KANG AVE 2,1.3768119174004938,103.74203813468691
483,"BLK 143, 144 & 146 TECK WHYE LANE",1.3807326977622523,103.75310558123046
484,BLK 146A 146A TECK WHYE AVENUE,1.3810353919401894,103.75313692680994
485,BLK 683 CHOA CHU KANG CRESCENT,1.4042944339787446,103.74587382647135
486,BLK 686 CHOA CHU KANG CRESCENT,1.40408941986099,103.7489175658637
487,BLK 687 CHOA CHU KANG DRIVE,1.403839486324841,103.74988994322811
488,BLK 689 CHOA CHU KANG CRESCENT,1.4028635015212756,103.75088431616422
489,BLK 692 CHOA CHU KANG CRESCENT,1.3997628341389776,103.75130299875013
490,"BLK 535,536 AND 537 CHOA CHU KANG STREET 51",1.392019460891819,103.74403589785474
491,BLK 573A CHOA CHU KANG STREET 52,1.3939713139005383,103.74553623187555
492,BLK 135A TECK WHYE LANE,1.3802822594561714,103.7519604993514
493,BLK 476 CHOA CHU KANG AVE 5,1.3769332572770216,103.73814649010535
494,BLK 488 CHOA CHU KANG AVE 5,1.3766878029172795,103.73868084627503
495,BLK 489 CHOA CHU KANG AVE 5,1.3755588125241671,103.74093049457312
496,BLK 801 KEAT HONG CLOSE,1.375282918929695,103.74341279299837
497,BLK 805 KEAT HONG CLOSE,1.3732971913409113,103.74323849875061
498,BLK 809 CHOA CHU KANG AVENUE 1,1.3749824413018554,103.74453422557643
499,BLK 810 CHOA CHU KANG AVE 7,1.3740404516807108,103.74620673798105
500,BLK 815 CHOA CHU KANG AVE 7,1.3765572316417782,103.74671368024912
501,817 KEAT HONG LINK,1.3769877482261235,103.74939942553638
502,BLK 201-221 CHOA CHU KANG CENTRAL,1.3820860793135727,103.74710566112675
503,BLK 203A CHOA CHU KANG AVE 1/CENTRAL,1.3812186067394712,103.74897859928703
504,BLK 223-227 CHOA CHU KANG CENTRAL,1.3814959737886148,103.7449178100558
505,BLK 228-239 CHOA CHU KANG CENTRAL,1.3801618289914548,103.74701413711607
506,BLK 129A CLARENCE LANE,1.2924830119920758,103.81440063004618
507,312 CLEMENTI AVE 4,1.3190494117927232,103.76398569522
508,BLK 311 CLEMENTI AVE 4,1.3193599995859138,103.7651328328665
509,BLK 10 CANTONMENT CLOSE,1.2744580741015783,103.83921657284013
510,BLK 1/3/15/17 BEACH ROAD,1.3032708363009524,103.86330772252771
511,BLK 2 BEACH ROAD,1.3036983570832237,103.86495851328493
512,BLK 3 BEACH ROAD,1.3040360743039905,103.86535870755908
513,BLK 3/4 BEACH ROAD,1.3046835403578914,103.86565822017198
514,BLK 29/30 KELANTAN LANE,1.3057837826214513,103.85679325981964
515,BLK 9 NORTH BRIDGE ROAD,1.3050686537907725,103.86432479530654
516,BLK 639/640 ROWELL COURT,1.307600178729994,103.85494102404743
517,BLK 632/633/635 VEERASAMY ROAD,1.3062497454836364,103.8546981936133
518,BLK 7 NORTH BRIDGE ROAD,1.304352030721032,103.86343720866738
519,BLK 18/19 JALAN SULTAN,1.303235926839191,103.86223821601025
520,BLK 10 NORTH BRIDGE ROAD,1.3055243279697732,103.86335272056316
521,BLK 464/463 CRAWFORD LANE,1.305505880952897,103.86233932843096
522,BLK 54 CHIN SWEE ROAD MSCP,1.2874380741610159,103.84116520631513
523,BLK 441 COMMONWEALTH AVE WEST,1.314744665034573,103.76407292318439
524,BLK 8C BOON KENG ROAD,1.31651643285494,103.861027597963
525,BLK 1/1A TELOK PAKU ROAD,1.388329162827992,103.98817800327289
526,BLK 3 CHANGI VILLAGE ROAD,1.389902482766778,103.98798894765093
527,BLK 5 CHANGI VILLAGE ROAD,1.3899831182201972,103.9864868577462
528,BLK 6 CHANGI VILLAGE ROAD,1.3901710996794703,103.98845411052076
529,BLK 269/269A/269B CHENG YAN COURT CAR PARK,1.3006260281130524,103.85366487138313
530,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",1.318463207322816,103.76896294521615
531,"BLK 321-322,324-326 CLEMENTI AVENUE 5",1.3158949898123802,103.76614163667386
532,"BLK 301-302,305-308 CLEMENTI AVENUE 4",1.3217898443793465,103.76610607293537
533,BLK 309A CLEMENTI AVE 4,1.3205633714110514,103.76617984015797
534,BLK 318A CLEMENTI AVE 4,1.31739237532048,103.76518546060076
535,BLK 440 CLEMENTI AVE 3,1.3162225728150843,103.76393311116514
536,BLK 430-435 CLEMENTI AVE 3,1.314313926692837,103.76248157167136
537,"BLK 442-444,442A CLEMENTI AVE 3",1.313857729499257,103.76389656958338
538,BLK 426/428 CLEMENTI AVE 3,1.312271662909307,103.76337442086928
539,BLK 426/427 CLEMENTI AVE 3,1.3117560814715357,103.76418697824299
540,BLK 449-451 CLEMENTI AVE 3,1.313347820827674,103.76526174661946
541,BLK 462A CLEMENTI AVENUE 3,1.3115042554415306,103.76565077719528
542,BLK 454 TO 460 CLEMENTI AVE 3,1.3110149396716488,103.76704166044922
543,BLK 455A CLEMENTI AVE 3,1.311661194434806,103.76652673200101
544,BLK 109A CLEMENTI ST 11,1.3217463706933616,103.77021551085015
545,BLK 110/118 CLEMENTI STREET 13,1.3241976206862742,103.77128667696404
546,BLK 101-104 CLEMENTI STREET 14,1.322392723216456,103.76905551724143
547,BLK 105-107 CLEMENTI STREET 12,1.3225877610866086,103.76992906520302
548,BLK 108/109 CLEMENTI STREET 11,1.322242262816822,103.77051277091039
549,BLK 201/206 CLEMENTI AVENUE 6,1.3211579795665682,103.76333478601927
550,BLK 208 CLEMENTI AVE 6,1.3223617440785436,103.76207145067872
551,BLK 501-505 WEST COAST DRIVE,1.3126146115237955,103.75923178966637
552,BLK 503 WEST COAST DRIVE,1.3113609355931195,103.75918489896897
553,BLK 416A CLEMENTI AVE 1,1.309813587633046,103.77013103455899
554,"BLK 419, 420 AND 420A CLEMENTI AVE 1",1.3103927402801012,103.76909230827673
555,BLK 507-509 WEST COAST DRIVE,1.311458097382291,103.76142107025262
556,BLK 510/511 WEST COAST ROAD,1.3105631944603553,103.76059908247066
557,BLK 514-519 WEST COAST ROAD,1.3086255588800983,103.75908121333663
558,BLK 601-613 CLEMENTI WEST STREET 1,1.3045594379669736,103.76685761800225
559,BLK 702/703 WEST COAST ROAD,1.3070103153063926,103.76093627015362
560,BLK 704-714 CLEMENTI WEST STREET 2,1.3056123024137547,103.76143922562332
561,BLK 728/729 CLEMENTI WEST STREET 2,1.3053096745211656,103.76355742121387
562,"BLK 720-727,730-731 CLEMENTI WEST STREET 2",1.3035383171263102,103.76397169772993
563,BLK 715-717 CLEMENTI WEST STREET 2,1.3028066678186698,103.76252679035993
564,CLEMENTI SPORTS COMPLEX,1.310291208264517,103.76223990537288
565,BLK 413A COMMONWEALTH AVENUE WEST,1.3114801086975745,103.77050251295181
566,CLEMENTI WOODS,1.3000109188800315,103.76860330527823
567,"BLK 358-360,362-363,366-367 CLEMENTI AVE 2",1.313102659052513,103.76957394864732
568,BLK 328-334 CLEMENTI AVE 2,1.3144881139131142,103.76769116550201
569,BLK 349-355 CLEMENTI AVE 2,1.3148428187311534,103.77057845258577
570,BLK 335/338 CLEMENTI AVE 2,1.3166746567863563,103.76863110345576
571,BLK 340/342/343/346-348 CLEMENTI AVE 5,1.317649249239499,103.77031234940915
572,BLK 104C DEPOT ROAD,1.2805131560457597,103.81154349195451
573,BLK 112C DEPOT ROAD,1.2812993757006332,103.80785308038976
574,108A DEPOT ROAD,1.2808383769937828,103.80986791310744
575,BLK 105 DEPOT ROAD,1.2808706520545836,103.81236594973795
576,BLOCK 110 DEPOT ROAD,1.2813318825559277,103.80947738316948
577,BLK 102A/102B DEPOT ROAD,1.2804697558032994,103.81299281990017
578,BLK 1 CANTONMENT ROAD,1.2769773813172818,103.8410540704323
579,BLK 89A DAWSON ROAD,1.2952162407141092,103.81197072774124
580,BLK 85 DAWSON ROAD,1.2953067953956627,103.80961685626276
581,BLK 31A EUNOS CRESCENT,1.3200299878552892,103.90162713697123
582,BLK 12-25 EUNOS CRESCENT,1.3226157282563167,103.90444212518155
583,BLK 5-8/11/4A EUNOS CRESCENT,1.3211567341184236,103.90447581531453
584,BLK 1-3/1A EUNOS CRESCENT,1.3205164562706952,103.9026924443538
585,BLK 9-10 EUNOS CRESCENT,1.322033488730182,103.90266515157057
586,BLK 842-848 SIMS AVENUE,1.3177837032191524,103.90162574678307
587,BLK 842 TO 848 SIM AVENUE,1.3185196743293024,103.90183408598985
588,BLK 2A EUNOS MRT SIMS AVENUE,1.3192268648217824,103.90320810512728
589,BLK 1001-1085 EUNOS INDUSTRIAL ESTATE,1.3234328747450637,103.89684700195524
590,BLK 410/411/414-417 EUNOS ROAD 5,1.3188464672807614,103.89837967178805
591,BLK 1/7 EVERTON PARK,1.2771635534654588,103.83991265403958
592,BLK 6A EVERTON ROAD,1.2761844360827435,103.83890822772904
593,BLK 808 FRENCH ROAD MSCP,1.308758633048291,103.86136466220749
594,BLK 3/4 QUEEN'S ROAD,1.3182783907026883,103.80771256448324
595,BLK 2/3/4 QUEEN'S ROAD,1.317920697225085,103.80718387313364
596,BLK 8A EMPRESS ROAD,1.3166948314211013,103.80621058640887
597,BLK 6A FARRER ROAD,1.3168757266186237,103.80753449141054
598,BLK 60A GEYLANG BAHRU,1.3227723905559787,103.86863367566639
599,BLK 118 ALJUNIED AVE 2,1.320036813606303,103.88760266728211
600,BLK 118 ALJUNIED AVE 2,1.319937742298491,103.8878497929122
601,BLK 99-106/111-112 ALJUNIED CRESCENT,1.3198874888218068,103.88343778425943
602,BLK 114-117 ALJUNIED AVENUE 2,1.3212054428036488,103.88699247956042
603,BLK 119 ALJUNIED CRESCENT,1.3197587896689376,103.88629912428111
604,BLK 1005-1012 ALJUNIED CRESCENT,1.3218540182482401,103.88916338168022
605,BLK 109-110 ALJUNIED CRESCENT,1.3197214815258396,103.88442796153257
606,BLK 107-108 ALJUNIED CRESCENT,1.3192099481045387,103.88423564310455
607,BLK 95 & 113 ALJUNIED CRESCENT,1.3209624087674128,103.88630883704505
608,BLK 120 TO 123 GEYLANG EAST CENTRAL,1.317945421783847,103.88483940328344
609,BLK 124 TO 128 GEYLANG EAST AVE 1,1.3175009923125978,103.88736326896607
610,BLK 129-134 GEYLANG EAST AVE 1/2,1.3165497802675867,103.88756528216992
611,BLK 24 GHIM MOH LINK,1.3087283120092683,103.785820620833
612,BLK 2A GHIM MOH ROAD,1.3125546330758064,103.78694559248714
613,BLK 5A GHIM MOH RD,1.3128532141884148,103.788260076541
614,31A GHIM MOH LINK,1.3093544323655109,103.78436887624203
615,BLK 7/8/9 GHIM MOH ROAD,1.3116014028826541,103.78816007877944
616,BLK 8A GHIM MOH RD,1.310871040730973,103.78726431710507
617,BLK 19/20 GHIM MOH ROAD,1.3111559046467356,103.78885307897102
618,BLK 21 GHIM MOH ROAD,1.3103818529743148,103.78851083553407
619,BLK 13A GHIM MOH RD,1.3094925337172718,103.788722863762
620,BLK 16A GHIM MOH ROAD,1.3096110710678959,103.78765231793031
621,BLK 2 GEYLANG SERAI,1.317206714246541,103.89834009661357
622,BLK 2 GEYLANG SERAI,1.3170312275382157,103.89848850385381
623,BLK 104A HENDERSON CRESCENT,1.2890460476816035,103.82155994001779
624,BLK 480 480 LORONG 6 TOA PAYOH,1.3322044726378632,103.84831918865638
625,BLK 102/103/104 HENDERSON CRESCENT,1.2892221428532324,103.82235539347404
626,BLK 78/81 REDHILL LANE,1.2882100231321911,103.8186506240624
627,BLK 115 BUKIT MERAH VIEW,1.2857143895971888,103.82225247982512
628,BLK 93/96 HENDERSON RD,1.2864230609884169,103.82038883426803
629,ALEXANDRA RD,1.290540619101063,103.82098507674468
630,BLK 105 HENDERSON RD,1.2900207732738587,103.82284807113028
631,BLK 116 BUKIT MERAH VIEW,1.2846680932595835,103.82098533323065
632,BLK 116/117 BUKIT MERAH VIEW,1.2847190033878992,103.82171169354866
633,BLK 121/122 & 127 BUKIT MERAH VIEW,1.2834709130566515,103.8227828558414
634,BLK 118/119 BUKIT MERAH VIEW,1.2837073657315128,103.82119375672022
635,"BLK 1,2,6,7 HOUGANG AVE 3",1.3621535423469489,103.89418737778344
636,BLK 470 UPPER SERANGOON CRESCENT,1.3786638473853399,103.90178514726799
637,BLK 475 UPPER SERANGOON CRESCENT,1.3757208427288228,103.90068924136034
638,BLK 476 UPP SERANGOON VIEW,1.3773896839264785,103.90367432817467
639,BLK 376 HOUGANG ST 32,1.363743381472033,103.89411326609518
640,BLK 101-108 HOUGANG AVENUE 1,1.3545477132592327,103.89048363915803
641,BLK 301-319 HOUGANG AVENUE 5,1.3659590849526186,103.89498042855254
642,BLK 320-324 HOUGANG AVENUE 5,1.3666951274857706,103.89816102898007
643,BLK 325/326 HOUGANG AVENUE 7,1.3678351863527187,103.89856384493025
644,"BLK 327-328,332-334,358-363 HOUGANG AVENUE 5",1.3691978333065977,103.89642766021065
645,BLK 208-210 HOUGANG STREET 21,1.3589608383409377,103.886712167765
646,BLK 211-212 HOUGANG STREET 21,1.3597264508362596,103.88809151066717
647,BLK 231/233/235/237 HOUGANG STREET 21,1.3576754848491686,103.8879577327896
648,BLK 230/232/234/236/238 HOUGANG AVENUE 1,1.3580562825007534,103.88895037055659
649,BLK 138-145 LORONG AH SOO,1.3528453827429991,103.88380228416183
650,BLK 15-18 HOUGANG AVE 3,1.362916281624087,103.89202551228615
651,BLK 473 UPP SERANGOON CRESCENT,1.376372318247321,103.90072077615486
652,BLK 933 HOUGANG AVENUE 9,1.3755299072635618,103.8824558385079
653,BLK 364 / 365 UPP SERANGOON RD,1.3700682198790195,103.89724964349618
654,"BLK 581,582 AND 582A BUANGKOK GREEN",1.3794230988045029,103.8873920695636
655,BLK 128-137 LORONG AH SOO,1.3502835072364714,103.88642747853751
656,BLK 154-157 HOUGANG STREET 11,1.3524734570237964,103.88043241313854
657,BLK 239-246 HOUGANG STREET 22,1.3575125780004964,103.89154633409068
658,BLK 247-254 HOUGANG AVENUE 3,1.3597981073399796,103.89169169862826
659,BLK 205 HOUGANG STREET 21,1.3598273389629718,103.88688985311087
660,BLK 335-341 HOUGANG AVENUE 7,1.3694965867905102,103.89885301179322
661,BLK 351-357 HOUGANG AVENUE 7,1.3723422711738515,103.89908052009055
662,BLK 997 BUANGKOK CRESCENT,1.385422602428168,103.88078745980074
663,BLK 991 BUANGKOK LINK,1.3842997435333617,103.88162446141355
664,BLK 996 BUANGKOK CRESCENT,1.3867765250799937,103.88200551694216
665,BLK 998 BUANGKOK CRESCENT,1.384204216382116,103.87969303178392
666,BLK 464-468 HOUGANG AVENUE 10,1.3732591319490541,103.89696590280224
667,BLK 414-416 HOUGANG AVENUE 10,1.3754845441162968,103.89631784244257
668,BLK 601-608 HOUGANG AVENUE 4,1.371379058329614,103.88606016836823
669,BLK 609-621 HOUGANG AVENUE 8,1.3695677717165735,103.88437512420182
670,BLK 622-632 HOUGANG AVENUE 8,1.3699424715384168,103.88150314764623
671,"BLK 701-702,707-710 HOUGANG AVENUE 2",1.3664897225969852,103.88896369112094
672,"BLK 703-706,711-712 HOUGANG AVENUE 2",1.3661185477855278,103.88760385900312
673,BLKS 501-507 HOUGANG AVENUE 8,1.373008632916103,103.88737066764334
674,"BLK 508-517,520-533 HOUGANG AVENUE 10",1.3725208626529934,103.88969858893674
675,HOUGANG SPORTS COMPLEX,1.3699433998718409,103.88596778014374
676,BLK 19-23 HOUGANG AVE 3,1.3642304254367965,103.89098338156892
677,BLK 1 - 38 DEFU LANE LORRY PARK,1.3521187630291847,103.89208429293144
678,BLK 633-642 & 647-648 HOUGANG AVENUE 8,1.3712761200039432,103.8793501497236
679,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8,1.3741610365120829,103.88341793993871
680,BLK 668-680 HOUGANG AVENUE 8,1.3721131172452121,103.88430415056773
681,BLK 681-684 HOUGANG AVENUES 4/8,1.3736487904344832,103.88632970593206
682,BLK 685-691 HOUGANG STREET 61,1.3759038270817954,103.88612996620323
683,BLK 692-698 HOUGANG STREET 61,1.3758578477105796,103.88696296949902
684,BLK 805 HOUGANG CENTRAL,1.3711840890820357,103.89396218073213
685,BLK 417-434 HOUGANG AVE 6/8/10,1.3754251700704945,103.89409369476076
686,BLK 435-458 HOUGANG AVE 6/8,1.3787933434188147,103.89475931637922
687,BLK 24/25 HOUGANG AVE 3,1.3653553176828919,103.8923108470268
688,BLK 534-545 HOUGANG AVENUE 8,1.3773318360595193,103.89133366740688
689,BLK 546-555 HOUGANG STREET 51,1.3786510484174086,103.89011314127207
690,BLK 556-566 HOUGANG STREET 51,1.3802826296010677,103.8897556014777
691,BLK 830A HOUGANG CENTRAL,1.3708718261551998,103.89070311870604
692,BLK 220-222 HOUGANG STREET 21,1.3566443539408721,103.8843547430977
693,BLK 814 HOUGANG AVENUE 10,1.372683430169655,103.89321220378666
694,BLK 830-835 HOUGANG CENTRAL,1.37120325144932,103.89012226012069
695,DEFU LANE 7,1.3553370925034551,103.89694633924044
696,DEFU LANE 8,1.3571143858970327,103.89672135798848
697,DEFU LANE 9,1.3508831228027283,103.89331974944345
698,BLK 548A HOUGANG STREET 51,1.3790043779578538,103.89119380269584
699,BLK 559A HOUGANG STREET 51,1.3796540278489127,103.88915444541885
700,BLK 566A HOUGANG STREET 51,1.3808269962216202,103.88855958799294
