,search_add,retrieved_name,retrieved_latitude,retrieved_longitude
243,CANBERRA SECONDARY SCHOOL,CANBERRA SECONDARY SCHOOL,1.45322492445716,103.814194898113
244,COMPASSVALE SECONDARY SCHOOL,COMPASSVALE SECONDARY SCHOOL,1.39614083952012,103.899847164494
245,EVERGREEN SECONDARY SCHOOL,EVERGREEN SECONDARY SCHOOL,1.4414913127374,103.794137756171
246,ANGLO-CHINESE SCHOOL (JUNIOR),ANGLO-CHINESE SCHOOL (JUNIOR),1.30935122599558,103.840955091346
247,CHIJ PRIMARY (TOA PAYOH),CHIJ PRIMARY (TOA PAYOH),1.33275264711591,103.841847263786
248,CHIJ (KELLOCK),CHIJ (KELLOCK),1.27502272296403,103.828157564896
249,CHIJ OUR LADY OF THE NATIVITY,CHIJ OUR LADY OF THE NATIVITY,1.37330297194879,103.897575728031
250,DE LA SALLE SCHOOL,DE LA SALLE SCHOOL,1.39470782963993,103.743201812831
251,ST. ANDREW'S JUNIOR SCHOOL,SAINT ANDREW'S JUNIOR SCHOOL,1.33140255308872,103.865117134385
252,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1.33472537301892,103.941234868202
253,ST. GABRIEL'S PRIMARY SCHOOL,SAINT GABRIEL'S PRIMARY SCHOOL,1.34947192653863,103.862561037707
254,ST. MARGARET'S PRIMARY SCHOOL,SAINT MARGARET'S PRIMARY SCHOOL,1.30378845667471,103.846251114072
255,ST. JOSEPH'S INSTITUTION JUNIOR,SAINT JOSEPH'S INSTITUTION JUNIOR,1.31772860986917,103.845611935235
256,ST. STEPHEN'S SCHOOL,SAINT STEPHEN'S SCHOOL,1.31878997295137,103.917258129598
257,CHIJ OUR LADY OF GOOD COUNSEL,CHIJ OUR LADY OF GOOD COUNSEL,1.3574295229699,103.864009397373
258,MONTFORT JUNIOR SCHOOL,MONTFORT JUNIOR SCHOOL,1.3738244407598,103.889307782925
259,CHIJ OUR LADY QUEEN OF PEACE,CHIJ OUR LADY QUEEN OF PEACE,1.36660366856101,103.767412204602
260,FAIRFIELD METHODIST SCHOOL (PRIMARY),FAIRFIELD METHODIST SCHOOL (PRIMARY),1.30054082453427,103.785438270044
261,GEYLANG METHODIST SCHOOL (PRIMARY),GEYLANG METHODIST SCHOOL (PRIMARY),1.31759126757286,103.883845744916
262,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,1.34978307376409,103.854529246517
263,ST. HILDA'S PRIMARY SCHOOL,SAINT HILDA'S PRIMARY SCHOOL (U/C),1.34934994368498,103.937920511812
264,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL (JAN 2018 - DEC 2019),1.3203941615946,103.82994776728
265,METHODIST GIRLS' SCHOOL (PRIMARY),PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),1.34947276268398,103.884971343143
266,NAN CHIAU PRIMARY SCHOOL,NAN CHIAU PRIMARY SCHOOL,1.39221149906595,103.891180928186
267,CANOSSA CATHOLIC PRIMARY SCHOOL,,,
268,KONG HWA SCHOOL,KONG HWA SCHOOL,1.31099674009195,103.888352029067
269,MEE TOH SCHOOL,MEE TOH SCHOOL,1.39461845385922,103.908589494228
270,NGEE ANN PRIMARY SCHOOL,NGEE ANN PRIMARY SCHOOL,1.305525059105,103.917463017497
271,RED SWASTIKA SCHOOL,RED SWASTIKA SCHOOL,1.33324297847733,103.934332314404
272,TAO NAN SCHOOL,TAO NAN SCHOOL,1.30528528687323,103.911553152326
273,NANYANG PRIMARY SCHOOL,NANYANG PRIMARY SCHOOL,1.32084749904534,103.807750155296
274,ST. ANTHONY'S PRIMARY SCHOOL,SAINT ANTHONY'S PRIMARY SCHOOL,1.36411948475835,103.749251919049
275,MAHA BODHI SCHOOL,MAHA BODHI SCHOOL,1.32847086658388,103.901298737314
276,PEI CHUN PUBLIC SCHOOL,PEI CHUN PUBLIC SCHOOL (U/C),1.33733445562888,103.855631503218
277,POI CHING SCHOOL,POI CHING SCHOOL,1.35765122315691,103.935246477199
278,KHENG CHENG SCHOOL,KHENG CHENG SCHOOL,1.33733819356392,103.847148501824
279,NAN HUA PRIMARY SCHOOL,NAN HUA PRIMARY SCHOOL (U/C),1.31921561369444,103.761108191333
280,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,1.33805507824253,103.776108247761
281,AI TONG SCHOOL,AI TONG SCHOOL,1.36058343389044,103.833020333986
282,HONG WEN SCHOOL,HONG WEN SCHOOL,1.32175999964555,103.857628468881
283,HOLY INNOCENTS' PRIMARY SCHOOL,HOLY INNOCENTS' PRIMARY SCHOOL,1.3669383087735,103.894114899795
284,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),1.34947276268398,103.884971343143
285,CHONGFU SCHOOL,CHONGFU SCHOOL,1.43839562897008,103.839309173817
286,CHIJ (KATONG) PRIMARY,CHIJ (KATONG) PRIMARY,1.30648535277089,103.911105620496
287,ANGLO-CHINESE SCHOOL (PRIMARY),ANGLO-CHINESE SCHOOL (PRIMARY),1.31837054550897,103.835609732082
288,ANGLO-CHINESE SCHOOL (INDEPENDENT),ANGLO-CHINESE SCHOOL (INDEPENDENT),1.30370409257786,103.780363417671
289,ASSUMPTION ENGLISH SCHOOL,ASSUMPTION ENGLISH SCHOOL,1.36838160662859,103.766687526556
290,CHIJ SECONDARY (TOA PAYOH),CHIJ SECONDARY (TOA PAYOH),1.33246079948306,103.843271625083
291,GEYLANG METHODIST SCHOOL (SECONDARY),GEYLANG METHODIST SCHOOL (SECONDARY),1.31764900474603,103.882661129303
292,CHIJ KATONG CONVENT,CHIJ KATONG CONVENT,1.30644253773365,103.91714436743
293,MONTFORT SECONDARY SCHOOL,MONTFORT SECONDARY SCHOOL,1.37396126564932,103.888928609198
294,SINGAPORE CHINESE GIRLS' SCHOOL,SINGAPORE CHINESE GIRLS' SCHOOL,1.32104508236811,103.828192119961
295,ST. ANDREW'S SECONDARY SCHOOL,SAINT ANDREW'S SECONDARY SCHOOL,1.33069360940704,103.86624913829
296,ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1.33466313498858,103.941977166932
297,ST. GABRIEL'S SECONDARY SCHOOL,SAINT GABRIEL'S SECONDARY SCHOOL,1.34638285704977,103.875808419206
298,CHIJ ST. JOSEPH'S CONVENT,CHIJ SAINT JOSEPH'S CONVENT,1.39175222232999,103.902464990999
299,ST. JOSEPH'S INSTITUTION,SAINT JOSEPH'S INSTITUTION,1.32365313490153,103.828498974985
300,ST. MARGARET'S SECONDARY SCHOOL,SAINT MARGARET'S SECONDARY SCHOOL,1.32006821363365,103.80995114006
301,ST. PATRICK'S SCHOOL,SAINT PATRICK'S SCHOOL,1.3076784221225,103.91676217271
302,CHIJ ST. THERESA'S CONVENT,CHIJ SAINT THERESA'S CONVENT,1.27535177537429,103.822440701914
303,CHRIST CHURCH SECONDARY SCHOOL,CHRIST CHURCH SECONDARY SCHOOL,1.42656781284688,103.793451108505
304,PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),1.35096755912523,103.885120050588
305,YUYING SECONDARY SCHOOL,YUYING SECONDARY SCHOOL,1.35713595302469,103.890194755287
306,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,1.35007562348323,103.855365171957
307,ST. HILDA'S SECONDARY SCHOOL,SAINT HILDA'S SECONDARY SCHOOL,1.34973922385383,103.937608032148
308,METHODIST GIRLS' SCHOOL (SECONDARY),PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),1.35096755912523,103.885120050588
309,HAI SING CATHOLIC SCHOOL,HAI SING CATHOLIC SCHOOL,1.37434641160383,103.954957944437
310,ANGLO-CHINESE SCHOOL (BARKER ROAD),ANGLO-CHINESE SCHOOL (BARKER ROAD),1.31961649151329,103.835772689988
311,ANGLICAN HIGH SCHOOL,ANGLICAN HIGH SCHOOL,1.33118040459547,103.941857925437
312,CATHOLIC HIGH SCHOOL,CATHOLIC HIGH SCHOOL,1.35472307471664,103.844874676599
313,CHUNG CHENG HIGH SCHOOL (MAIN),CHUNG CHENG HIGH SCHOOL (MAIN),1.30509154753049,103.891653229373
314,CHUNG CHENG HIGH SCHOOL (YISHUN),CHUNG CHENG HIGH SCHOOL (YISHUN),1.41922603558804,103.837390783121
315,HOLY INNOCENTS' HIGH SCHOOL,HOLY INNOCENTS' HIGH SCHOOL,1.37154508822264,103.896398814264
316,MARIS STELLA HIGH SCHOOL,MARIS STELLA HIGH SCHOOL,1.34139473351042,103.877852484707
317,NAN CHIAU HIGH SCHOOL,NAN CHIAU HIGH SCHOOL,1.38879582498401,103.890004423764
318,NANYANG GIRLS' HIGH SCHOOL,NANYANG GIRLS' HIGH SCHOOL,1.33058326666481,103.802420979943
319,CHIJ ST. NICHOLAS GIRLS' SCHOOL,CHIJ SAINT NICHOLAS GIRLS' SCHOOL,1.37347687878919,103.834253269436
320,MARYMOUNT CONVENT SCHOOL,MARYMOUNT CONVENT SCHOOL,1.34036676987376,103.840021064426
321,MANJUSRI SECONDARY SCHOOL,MANJUSRI SECONDARY SCHOOL,1.32747111998672,103.9017199641
322,PRESBYTERIAN HIGH SCHOOL,PRESBYTERIAN HIGH SCHOOL,1.38201194250224,103.843149382824
323,FAIRFIELD METHODIST SCHOOL (SECONDARY),FAIRFIELD METHODIST SCHOOL (SECONDARY),1.30163374395825,103.784099647149
324,NGEE ANN SECONDARY SCHOOL,NGEE ANN SECONDARY SCHOOL,1.35447463979295,103.956746315713
325,SINGAPORE SPORTS SCHOOL,SINGAPORE SPORTS SCHOOL,1.42641140556345,103.789444793951
326,NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,1.30615665859434,103.770148255807
327,"SCHOOL OF THE ARTS, SINGAPORE",,,
328,NORTHLIGHT SCHOOL,NORTHLIGHT SCHOOL,1.31910021581673,103.85575955353
329,ASSUMPTION PATHWAY SCHOOL,ASSUMPTION PATHWAY SCHOOL,1.36967070432273,103.765959130581
330,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE","SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",1.3129281060028,103.774011529322
331,CREST SECONDARY SCHOOL,CREST SECONDARY SCHOOL,1.34311980450764,103.742628105304
332,SPECTRA SECONDARY SCHOOL,SPECTRA SECONDARY SCHOOL,1.43703750789961,103.804100467487
